Story Id,Story Name,Marked on Panel,RERA Number,
889,La-Sierra - Lonavala,None,P52100031724,
774,Leela Grandeur - Manjri,None,P52100015728,
288,Lesiure Town - Hadapsar,None,P51800026243,
899,Liberty Square - Electronic City,None,PRM/KA/RERA/1251/308/PR/190330/002519,
18,LIFE 360,None,P52100013219,
1040,LION Society - Kothrud,None,P52100028161,
620,Little Earth - Kiwale,None,P52100014875,
851,Little Malabar Hill - Chembur West,None,P51800003603,
78,Lodha Casa Zest,None,P51700018393,
46,Lodha Sterling Thane,None,P51700015040,
46,Lodha Sterling Thane,None,P51700015243,
46,Lodha Sterling Thane,None,P51700020189,
251,LOTUS Crown - Oshiwara,None,P51800006322,
252,LOTUS LINK SQUARE - Andheri West,None,P51800005163,
304,Maatr Skye - Kalyan West,None,P51700028786,
232,Madhuvan 6 - Hadapsar,None,P52100025448,
1037,Magnolia Valley Wood - Bidadi ,None,PRM/KA/RERA/1250/302/PR/181226/002263,
448,Magnum Iris - Kesnand,None,P52100029676,
126,Magnus - Bandra East,None,P51800004029,
807,Mahaavir Pride - Dombivali East,None,P51700027307,
1049,Mahakali Hills - Andheri East ,None,P51800031191,
506,Mahalaxmi Nagar - Naigaon East,None,P99000030502,
1009,Mahaveer Northscape - International Airport Road,None,PRM/KA/RERA/1251/309/PR/191213/003063,
71,Mahavir Square,None,P51700024701,
31,Mahindra Vicino,None,P51800022067,
31,Mahindra Vicino,None,P51800022126,
819,Maitree Sprint - Panathur Road,None,ACK/KA/RERA/1251/446/PR/310122/005629,
909,Majestic Meadows - Virar,None,P9900001734,
1025,Mali Pinnacle - Kalyan East ,None,P51700026067,
871,Manas Lake - The Grand Towers,None,P52100025845,
631,Mangalmurti Sapphire - Thakurli East,None,P51700026236,
378,Manik Signia - Shivaji Nagar,None,P51800032084,
831,Manisha Corporate Park - Mulund West,None,P51800021382,
573,Manjari Arcade - Govandi West,None,P51800002997,
960,Mannat Towers - Kondhwa,None,P52100020296,
428,Mantri Serenity - Kanakapura Main Road,None,PRM/KA/RERA/1251/308/PR/171P16/000502,
999,Mapsko Mount Ville - Sector 79,None,328 OF 2017,
385,Marathon Nexworld - Byculla West,None,P51700000507,
709,Mariyam Heritage - Vasai East,None,P99000025618,
208,Mass Metropolis - Chembur,None,P51800012210,
217,Mass Mondeal - Bandra West,None,P51800030090,
146,Matru Ashish - Matunga East,None,P51900019426,
643,Mauli Omkar LLB - Malad East		,None,P51800001198,
644,Mauli Pride - Malad East,None,P51800001199,
619,Mauli Pride 2A 2B - Malad East,None,P51800001199,
228,Mayfair AASAAN - Asangaon East			,None,P51700013741,
504,Meda Greens - Mysore Road,None,PRM/KA/RERA/1251/310/PR/171015/000831,
1119,Mesacon Nest - Andheri West,None,P51800034505,
414,Metro Grande - Kalyan East,None,P51900004149,
691,Metro Majestic - Thane West,None,P51700029554,
69,Metropolis Insignia,None,P51800028166,
962,Millennium Atlas - Tathawade,None,P52100035007,
885,Millennium Flora - New Panvel,None,P52000033391,
624,Mims Northbrook - Hennur Road,None,PRM/KA/RERA/1251/446/PR/180516/001722,
623,Mims Residency - Thanisandra Road,None,PRM/KA/RERA/PR/OO1149,
1029,Minerva - Mahalaxmi ,None,P51900008204,
1029,Minerva - Mahalaxmi ,None,P52000000284,
565,Miravet District - Ravet,None,P52100030203,
1027,Mont Claire - Pashan,None,P52100010610,
293,Monte Verita North Annexe - Borivali East,None,P51800028561,
633,Moraj Maa Shrishti - Khopoli,None,P52000000480,
633,Moraj Maa Shrishti - Khopoli,None,P52000005053,
632,Moraj Maa Smriti - Khopoli,None,P52000000480,
632,Moraj Maa Smriti - Khopoli,None,P52000005053,
873,Mount Casa - Thane West,None,P51700034835,
554,Mount Resort - Deonar Farm Road,None,P51800026876,
186,Mrida Homes Hasha Heights - Virar East,None,P99000026476,
845,MSR Seasons - Chinchwad ,None,P52100006114,
87,Mukundam - Bhayander West,None,P51700017888,
731,MVN Aero One - Devanahalli,None,PRM/KA/RERA/1250/303/PR/201222/003761,
730,Nakshatra Phase 2 - Pirangut,None,P52100020026,
148,Naman Premier - Andheri East			,None,P51800008002,
646,Nambiar Bellezea - Bellandur,None,PRM/KA/RERA/1251/308/PR/171014/000552,
646,Nambiar Bellezea - Bellandur,None,PRM/KA/RERA/1251/308/PR/180521/001786,
900,Nandadeep Residency - Neral,None,P51700009698,
599,Nandan Ace - Balewadi,None,P52100033562,
696,Nandi Citadel - Off Bannerghatta Road,None,PRM/KA/RERA/1251/310/PR/171208/000925,
802,Natureville Beyond - Malur Whitefield Road,None,PRM/KA/RERA/1265/347/PR/061221/004574,
1039,Navami Landmaark -Mysore Road,None,PRM/KA/RERA/1251/310/PR/190215/002374,
938,Navanaami Lavender - Thanisandra Main Road,None,PRM/KA/RERA/1251/309/PR/190628/002633,
1077,Navanaami Platina - Thanisandra main road,None,PRM/KA/RERA1251/309/PR/171026/000519,
468,Navkar Homes Township LLP - Naigaon East,None,P99000033433,
744,Neel Sai Ganga - Panvel East,None,P52000000904,
289,Newton Homes - Tathawade,None,P52100031983,
836,Nexus Park - Diva East - Shilphata,None,P51700027450,
340,NG Dimond Hill - Miraroad East,None,P51700030336,
409,NG Eclat -  Andheri West,None,P51800000218,
339,NG Platinum City - Vasai East,None,P99000024280,
1052,Nikoo Homes IV - Thanisandra,None,PRM/KA/RERA/1251/472/PR/210731/004208,
334,Nirvaana Crown - Chembur East,None,P51800031705,
106,Nirvaana Heights - Vikhroli,None,P51800014340,
350,Nirvaana Pearl - Chembur East,None,P51800032083,
981,Nivara Laxminath - Vileparle East,None,P51800023960,
850,NMS 17 West - Navi Mumbai,None,P52000033202,
80,Northern Heights,None,P51700007900,
79,Northern Heights,None,P51700007900,
729,Nyati Exuberance I - Undri,None,P52100027031,
570,Odina - Chembur,None,A51900005808,
672,Olympiodorus - Lonavla,None,P52100018732,
672,Olympiodorus - Lonavla,None,P52100025577,
925,Om Sai Home - Bhiwandi,None,P51700032786,
616,Om Sai Sadan - Borivali West,None,P51800029886,
710,Om Shree Ashtavinayak Complex - Virar East,None,P99000010145,
878,Omega and Royale - Thane,None,P51700003017,
521,OMKAR - Andheri West,None,P51800003558,
769,Omkar Shubhangi - Mulund East,None,P51800004391,
329,One Green Park - Kondhwa,None,P52100000501,
422,Optima Heights - Keshanand,None,P52100022656,
430,Opulent Sheetal Square - Kondhwa,None,P52100007317,
916,Opulent Spire - Bannergetta Road,None,PRM/KA/RERA/1251/310/PR/171015/000561,
618,Orion West - Santacruz West		,None,P51800023726,
168,Ornata - Chembur,None,P51800026905,
460,Ornate Heights Annex - Vasai East,None,P99000028019,
745,Orville Buisness Port - Viman Nagar,None,P52100021192,
1113,Padmavati Hills - Bavdhan,None,P52100033108,
815,Palkhi Sara - Kandivali East,None,P51800030764,
605,Palm Vista - Shilphata,None,P51700025841,
700,Panchratna - Dadar East,None,P51900007684,
848,Paradise - Boisar East,None,P99000024837,
1022,Paraiso - Shilphata ,None,P51700015812,
852,Pardis Prosperity - Govandi East,None,P51800028172,
371,Parijas Zenith - Kalyan East,None,P51700027523,
120,Parijat Hill View Realty LLP - Borivali East,None,P51800021747,
237,Parinee Essence - Kandivali West,None,P51800001334,
549,Parivaramm Phase 1 & 2,None,P52000030422,
549,Parivaramm Phase 1 & 2,None,P52000030442,
834,Pariwar Pragathi - Bannerghatta,None,PR/KN/170831/001686,
453,Park Abode - Dadar West,None,P51900029734,
903,Park Avenuue - Sarjapur Road,None,PRM/KA/RERA/1251/308/PR/180905/001986,
13,Park Connect,None,P52100020766,
533,Park Infinia - Phursungi,None,P52100014939,
360,Park Mist - Dadar West,None,P51900012129,
500,Park Vista - Lohegaon,None,P52100031979,
1060,Park West 2.0 - Binnypet,None,PRM/KA/RERA/1251/310/PR/210216/003899,
326,Parklane Lifeseasons - Dhanori,None,P52100025586,
316,Parkside - Andheri East,None,P51800004649,
155,Parkwoods - Thane West,None,P51700007024,
418,Parmar Platinum - Santacruz East			,None,P51800032249,
939,Parsh Elegance - Andheri West,None,P51800013380,
589,Parsn Pancharatna - Kurla East,None,P51800015096,
135,Parth Lakefront - Airoli			,None,P51700018725,
1090,Passcode Highway Next - Vikhroli East,None,P51800024409,
1124,Passcode Real Homes - Hadapsar ,None,P52100020764,
1202,Passcode Realhomes - Hadapsar,None,P52100020764,
494,Peak 25 - Vikhroli East,None,P51800032526,
950,Peninsula Park Elite - Sarjapur - Doddatimmasandra,None,PRM/KA/RERA/1251/308/PR/200103/003127,
553,Pinnacle - Chembur East,None,P51800026876,
464,Piramal Revanta - Mulund,None,P51800031310,
465,Piramal Vaikunth - Thane West,None,P51700003793,
993,Platinum 9 - Baner,None,P52100020126,
225,Platinum Casa Millennia - Andheri West,None,P51800028304,
742,Plutonium Business Park - Turbhe,None,P51700025606,
682,Poonam Imperia - Vasai East,None,P990000179908,
452,Poonam Vista  - Virar West,None,P51900026880,
357,Pragati Serene - Mohammadwadi,None,P52100027788,
165,Prajapati Magnum - Dronagiri ,None,P52000001121,
165,Prajapati Magnum - Dronagiri ,None,P52000001425,
843,Prasanna Aura - Chembur East,None,P51800034872,
782,Prathmesh Darshan - Ghatkopar East,None,P51800009248,
1088,Pratik Greens - Shilphata ,None,P51700020108,
497,Pratima Gold - Taloza,None,P52000028035,
507,Precious Meadows - Ulhasnagar,None,P51700033139,
265,Presidia - NIBM,None,P52100003128,
1393,Press Enclave - Borivali East ,None,P51800034383,
766,Prestige Botanique - RV Road,None,PRM/KA/RERA/1251/310/PR/180627/001936,
765,Prestige Deja vu - Promenade Road			,None,PRM/KA/RERA/1251/309/PR/170913/000129,
795,Prestige Eden Park - Sarjapur Road,None,PRM/KA/RERA/1251/308/PR/211008/004353,
800,Prestige Fairfield - Sanjay Nagar,None,PRM/KA/RERA/1251/309PR/200211/00327,
767,Prestige Finsbury Park - Hyde - Bagalur,None,PRM/KA/RERA/1251/472/PR/191206/003055,
794,Prestige Finsbury Park - Regent - Bagalur,None,PRM/KA/RERA/1251/472/PR/191206/003056,
764,Prestige Jindal City - Tumkur Road  	,None,"PRM/KA/RERA/1251/309/PR/180406/001495
PRM/KA/RERA/1250/307/PR/180621/001906",
788,Prestige Kenilworth - Cunningham Crescent Road	,None,PRM/KA/RERA/1251/309/PR/170915/000208,
799,Prestige Leela Residences - Old Airport Road,None,PRM/KA/RERA/1251/446/PR/170824/000077,
797,Prestige Marigold - Off Doddaballapur			,None,PRM/KA/RERA/1250/303/PR/240122/004653,
789,Prestige Meridian Park - Sarjapur Road,None,PRM/KA/RERA/1251/308/PR/090222/004684,
862,Prestige North Point - Kamanahalli,None,PRM/KA/RERA/1251/446/PR/190506/002549,
790,Prestige Primerose Hills - Off Kanakapura Road,None,"PRM/KA/RERA/1251/310/PR/200618/0034531
PRM/KA/RERA/1251/310/PR/200618/003455",
798,Prestige Royale Gardens - Yelahanka,None,"PRM/KA/RERA/1251/309/PR/170916/000445
PRM/KA/RERA/1251/309/PR/170916/000446
PRM/KA/RERA/1251/309/PR/170916/000459",
796,Prestige Spencer Heights - Frazer Town				,None,PRM/KA/RERA/1251/446/PR/170915/000082,
861,Prestige Willow Tree - Vidyaranyapura,None,PRM/KA/RERA/1251/309/PR/181204/002195,
793,Prestige Woodland Park - Cooke Town				,None,PRM/KA/RERA/1251/309/PR/190614/002621,
400,Prime Vista - Ghatkopar East,None,P51800020122,
668,Primus OHANA - Parappana Agrahara,None,PRM/KA/RERA/1251/446/PR/200103/003096,
303,Princecare Zinnia  - Mahim West,None,P51900002959,
1187,Privilege Green Groves - Hoskote,None,PRM/KA/RERA/1265/347/PR/200121/003209,
569,Provident Capella - Whitefield,None,"PRM/KA/RERA/1250/305/PR190606/002596
PRM/KA/RERA/1250/304/PR/190606/002596",
647,PSR Nandanam - Devanahalli				,None,PRM/KA/RERA/1250/303/PR/210312/004003,
508,Puram-Prayeja City - Vadgaon Budruk,None,P52100010668,
336,Puraniks City Reserva - Thane West,None,P51700000912,
38,PURANIKS OXYGREEN,None,P52100020202,
38,PURANIKS OXYGREEN,None,P52100020232,
171,Puraniks Sayama - Lonavala		,None,"Phase 2 - P52100004782, Phase 3 - P52100002137, Phase 4 - P52100005004",
299,Puraniks Zeneeth - Mulund West,None,P51700001150,
299,Puraniks Zeneeth - Mulund West,None,P51700001221,
299,Puraniks Zeneeth - Mulund West,None,P51700002741,
299,Puraniks Zeneeth - Mulund West,None,P51700025980,
1130,Purple Habiqo - Sahakarnagar,None,PRM/KA/RERA/1251/472/PR/200211/003267,
1020,Pyramid Parkland - Bhukum,None,P52100025994,
773,Radheshyam Royale - Shilphata,None,P51700006917,
145,Radiance - Goregaon West,None,P51800000810,
965,Radiance Blossom - Whitefield,None,PRM/KA/RERA/1250/304/PR/160522/004883,
608,Raghav Amara - Kurla East,None,P51800030338,
609,Raghav Nova - Kurla East,None,P51800030949,
1179,"Raheja;s Vanya - Sector-99A, Gurugram, Haryana",None,HRERA(Reg.)36 l2ol7 /ll3,
1177,Raheja's Revanta - Sector 78,None,32 OF 2017 DATED 04.08.2017,
1178,"Raheja's Trinity- Sector-84, Gurugram",None,24 OF 2017 DATED 25.07.2017,
739,Rahul Arcus - Baner,None,P52100017839/P52100020396/P52100030765,
393,Rajputana Paradise - Kandivali West,None,P51800003738,
977,Rajshree 11 East - Ghatkopar East,None,P51800030117,
584,Rama Barcode - Pimpri,None,P52100026713,
584,Rama Barcode - Pimpri,None,P52100026749,
654,Ramdev Ritu Heights - Mira Road East,None,P51700019982,
1050,Ranka Palm Lakeside - Varthur Hobli,None,PRM/KA/RERA/1251/446/PR/211008/004351,
780,Ratan Address - Prabhadevi,None,P51900032985,
305,Raunak 108 - Thane West,None,P51700028435,
355,Raunak City Phase 4 - Kalyan,None,P51700003377,
355,Raunak City Phase 4 - Kalyan,None,P51700009331,
355,Raunak City Phase 4 - Kalyan,None,P51700017488,
355,Raunak City Phase 4 - Kalyan,None,P51700019790,
355,Raunak City Phase 4 - Kalyan,None,P51700019962,
355,Raunak City Phase 4 - Kalyan,None,P51700020182,
355,Raunak City Phase 4 - Kalyan,None,P51700020240,
355,Raunak City Phase 4 - Kalyan,None,P51700020241,
355,Raunak City Phase 4 - Kalyan,None,P51700020261,
645,Raunak Golden ticket - Kalyan,None,P51700033757,
645,Raunak Golden ticket - Kalyan,None,P51700033762,
645,Raunak Golden ticket - Kalyan,None,P51700033972,
313,Raunak Supreme - Thane West,None,P51700020921,
1122,"Ravi Uday - Moshi, PCMC",None,P52100032853,
434,Ravinanda Aamrai - Dhayari,None,P52100016536,
434,Ravinanda Aamrai - Dhayari,None,P52100028220,
220,Ray By Roswalt Realty - Dahisar East,None,P51800031492,
203,Rayan Park Nursing Home - Govandi West				,None,P51800004135,
327,Rayan Park Residential - Govandi West,None,P51800004135,
202,Redwood - Kasarvadavali - Thane W,None,P51700022964,
673,Regal Square - Thane Bhiwandi Kalyan Road,None,P51700033625,
397,Regency Anantam - Dombivali East,None,P51700017874,
397,Regency Anantam - Dombivali East,None,P51700020186,
397,Regency Anantam - Dombivali East,None,P51700020194,
396,Regency Avana - Kalyan West,None,P51700029930,
683,Regency Plaza - Neral East,None,P52000023919,
398,Regency Sarvam - Titwala East,None,P51700029930,
34,Regent Hill Powai,None,P51800018620,
540,Renaissance Reserva - Jalahalli,None,PR/190614/002602,
714,Renaissance Royal - Neral,None,P52000019557,
982,Rivali Park - Borivali East,None,P51800003067,
870,Rivalipark : The Arcade - Borivali East,None,P51800018662,
942,RJ Lake Gardenia - Old Madras Road,None,PRM/KA/RERA/1251/446/PR/171014/000798,
1003,Rockmount Residency - Kalyan West,None,P51700030383,
366,Roha Vatika - Kurla East			,None,P5180029480,
11,Rohan Ananta,None,P52100019678,
7,Rohan Ananta,None,P52100019678,
4,Rohan Ananta,None,P52100019678,
11,Rohan Ananta,None,P52100019997,
11,Rohan Ananta,None,P52100019997,
11,Rohan Ananta,None,P52100019997,
471,Rohan Upavan - Off Hennur Road,None,PRM/KA/RERA/1251/309/PR/180507/001646,
1118,"Rosalia Apartments - Amboli, Andheri West ",None,P51800005568,
886,Roshan Milestone - Tathawade,None,P52100033143,
886,Roshan Milestone - Tathawade,None,P52100033170,
886,Roshan Milestone - Tathawade,None,P52100033798,
886,Roshan Milestone - Tathawade,None,P52100034573,
833,Royal Altezza - Ghatkopar East,None,P51800030908,
463,Royal Pristo - Malad East,None,P51800019529,
502,Royale Herritage - Off Juhu Circle,None,P51800026314,
324,Runal  Spacio - Ravet,None,P52100019467,
323,Runal Gateway - Ravet,None,P52100024155,
210,Runwal Eirene - Thane West,None,P51700004574,
105,Runwal Elina - Andheri East,None,P51800017502,
1054,Runwal Gardens - Dombivali East ,None,P51700022699,
1054,Runwal Gardens - Dombivali East ,None,P51700022699,
1054,Runwal Gardens - Dombivali East ,None,P51700024154,
1054,Runwal Gardens - Dombivali East ,None,P51700025677,
1054,Runwal Gardens - Dombivali East ,None,P51700026228,
1054,Runwal Gardens - Dombivali East ,None,P51700026927,
1054,Runwal Gardens - Dombivali East ,None,P51700028344,
1054,Runwal Gardens - Dombivali East ,None,P51700029155,
1054,Runwal Gardens - Dombivali East ,None,P51700030533,
1054,Runwal Gardens - Dombivali East ,None,P51700031319,
1054,Runwal Gardens - Dombivali East ,None,P51700031609,
1054,Runwal Gardens - Dombivali East ,None,P51700033206,
308,Runwal Nirvana - Parel East,None,P51900010100,
209,Runwal Sanctuary - Mulund West,None,P51800032538,
191,Rupael Orion - Chembur,None,P51900014944,
192,Ruparel Zion Commercial - Sion East,None,P51900014944,
213,Ruparel Zion Residential - Sion East,None,P51900014944,
1000,Rupashree - Sahakarnagar,None,P52100030617,
503,S.M Hitech Tulip - Taloja,None,P52000033133,
562,Sai Akshi - Bhandup West,None,P51800030330,
335,Sai Aradhya - Dadar West,None,P51900023477,
442,Sai Baba Residency - Naigaon West,None,P99000011750,
121,Sai Dwarka - Kiwale		,None,P52100028386,
772,Sai Elegance - Ravet,None,P52100021384,
837,Sai Laxmi Residency - Vikhroli East,None,P51800034454,
846,Sai Luxuria - Wakad,None,P52100030603,
307,Sai Proviso Icon - Navi Mumbai,None,P52000023351,
306,Sai Proviso Sapphire - Navi Mumbai	,None,P52000021378,
975,Sai Samast - Deonar - Chembur,None,P51800017405,
853,Sai Shraddha - Chembur East ,None,P51800029827,
1059,Sai Signature - Mamurdi ,None,P52100030759,
437,Sai Srushti - Kalyan West,None,P51700017700,
741,Sai Vivek - Ravet,None,P52100027160,
955,Saideep Hulas - K.R.Puram,None,PRM/KA/RERA/1250/304/PR/171027/000774,
1103,Saket World - Kalyan ,None,P51700024797,
1103,Saket World - Kalyan ,None,P51700030224,
1103,Saket World - Kalyan ,None,P51700032180,
1089,Salsette 27 - Byculla East,None,P51900000642,
791,Samaira Residency - Vasai East,None,P99000032801,
467,Samarth Aura - Bhandup West,None,P51800033159,
770,Samarth County - Ravet,None,P52100029698,
290,Samarth REVA - Malad West,None,P51800031028,
1123,Sameera Wood Haven - Thiruporur,None,TN01/LAYOUT/506/2021,
876,Samrin Heritage - Thane West,None,P51700016394,
490,Samrin White Rose - Thane,None,P51700019187,
552,Sangam - Chembur East,None,P51800032458,
614,Sanjeevini Srushti - Whitefield,None,PRM/KA/RERA/1250/304/PR/150222/004712,
491,Sanskruti's Meander - Wagholi,None,P52100027109,
520,Saraswati Sadan - Vile Parle East,None,P51800026655,
479,Saroj Chandra Krupa - Bhyander West,None,P51700032616,
587,Sarvam - Taloja Phase II,None,P52000023662,
291,SARVESH ONE	 - Lower  Parel West,None,P51800022923,
740,Sarvoday Symphony - Thakurli East,None,P51700030468,
1094,Satra Harmony - Chembur East ,None,P51800000726,
658,Satra One - Goregaon West,None,P51800032891,
625,Satyam Niranjani - Hadapsar,None,P52100017871,
970,Satyam Pride - New Panvel East,None,P52000020012,
153,Satyam Shivam - II - Kharadi Magarpatta,None,P52100020589,
141,Satyam Shrey- B - Bavdhan,None,P52100017393,
295,Sayba Emerald - Bandra West,None,P51800032059,
505,SBB Sapphire - Whitefield,None,PRM/KA/RERA/1251/446/PR/190222/002442,
990,"Seascapes - Panoramic Vistas - Harne, Dapoli",None,P52800005996,
844,Seasons Harmony - Kalyan West,None,P51700034223,
1096,"Seasons Sahara - Kalyan East, Pisavali",None,P51700020644,
1096,"Seasons Sahara - Kalyan East, Pisavali",None,P51700025218,
1038,Seema Rajdhani - Ghatkopar East,None,P51800028913,
226,Sensorium - Hinjawadi,None,P52100024963,
226,Sensorium - Hinjawadi,None,P52100024965,
579,Sentosa Ekam - Punawale,None,P52100031773,
1021,Sethia Darshan - Malad East ,None,P51800011224,
399,Seven Eleven Courtyard - Mira Road East,None,P51700032221,
511,Shades - Mundhwa,None,P52100017873,
715,Shaligram Pavillia - Gahunje,None,P52100034451,
572,Shaligram Sky - Kiwale,None,P52100033364,
523,Shanta Durga - Dadar East,None,P51900015604,
1167,Shanthiniketan - Nagawara Main Rd,None,PRM/KA/RERA/1251/309/200622/005009,
985,Sharon Rose - Malad West,None,P51800033903,
377,Shaurya Residence - Lohegaon,None,P52100005749,
842,Shephered Royal - Goregaon West,None,P518000004539,
634,Shikara Heights Phase 1 - Sion,None,P51800033893,
1030,SHIV PARBAT - Dahisar East,None,P51800045822,
690,Shiv Sai Krupa - Ambernath East,None,P51700029095,
924,Shivaalik park - New Bhiwandi,None,P51700023966,
705,Shivom Enclave  - Santacruz East,None,P51800002943,
1074,Shraddha Peninsula - Thane West ,None,P51700045788,
984,Shree Ganesh Tower - Pradhikaran,None,P52100032436,
597,Shree Mahalaxmi Krupa - Khopoli,None,P52000024253,
661,Shree Sai Arnav - Ambernath East,None,P51700028102,
175,Shreedham Splendour - Andheri West,None,P51800006344,
1111,Shreeji Iconic - Badlapur East,None,P51700013918,
1111,Shreeji Iconic - Badlapur East,None,P51700029218,
1093,Shri Ganesh Krupa - Kurla East,None,P51800031567,
343,Shri Sadashiv - Santacruz East,None,P51800019208,
855,Shriram Chirping Grove - Sarjapur,None,"PRM/KA/RERA/1251/308/PR/200226/003310
PRM/KA/RERA/1251/308/PR/210902/004291",
856,Shriram Rainforest - Bendiganahalli,None,PRM/KA/RERA/1250/303/PR/180728/001952,
857,Shriram Southern Crest - J P Nagar,None,"PRM/KA/RERA/1251/310/PR/171014/000364
PRM/KA/RERA/1251/310/PR/200310/003331",
858,Shriram WYTfield-2 - Whitefield Extn.,None,PRM/KA/RERA/1251/446/PR/211206/004573,
267,Shristi Residency (Phase 1) Jogeshwari East,None,P51800031167,
860,Shrushti - Kothrud,None,P52100017827,
1087,Shubhachandra - Rahatani,None,P52100019627,
358,Sigma Aventino - Wanowrie Annex,None,P52100025246,
478,Sigma ONYX - Santacruz East,None,P51800029733,
127,Signia High - Borivali East,None,P51800007984,
128,Signia Waterfront				,None,P51700011528,
701,Sikandar Apartments - Kondhwa Khurd,None,P5100029398,
879,Silicon Valley - Powai,None,P51800034748,
280,Simplicity	 - Handewadi Road Hadapsar,None,P52100028340,
763,Sipani Viveza - Electronic City,None,PRM/KA/RERA/1251/308/PR/190809/002757,
438,Siyara Elite - Kalyan Bhiwandi Road		,None,P51700031104,
640,Siyona Pethkar - Punawale 				,None,P52100020135,
998,SJR Blue Waters - Srjapur Road`,None,PRM/KA/RERA/1251/446/PR/200121/003206,
1055,SJR Palazza City - Sarjapur,None,PRM/KA/RERA/1251/446/PR/171208/001195,
1080,SK NISARGA - SARJAPUR HOBLI,None,PRM/KA/RERA/1251/308/PR/191213/003064,
571,Sky Annex - Chembur East,None,P51800015214,
921,Sky City - Virar West,None,P99000045278,
455,Sky High - Hinjewadi,None,P52100015918,
392,SKYE31 - Wadala,None,P51900002859,
945,Skyways 106 - Lohegaon,None,P52100034806,
1097,SLV ICON - Yelahanka,None,PRM/KA/RERA/1251/472/PR/210813/004267,
718,Sneh Serene - Dombivali West,None,P51700030955,
907,SNN Clermont - Hebbal,None,PRM/KA/RERA/1251/309/PR/170918/000666,
534,SOBA OPTIMA2.0 - Sinhagad Road,None,P52100018793,
612,Sobha Townpark - Hosur Road,None,PRM/KA/RERA/1251/308/PR/210122/004649,
612,Sobha Townpark - Hosur Road,None,PRM/KA/RERA/1251/308/PR/210518/004150,
908,Solaris - Bannerghatta Rd,None,PRM/KA/RERA/1251/310/PR/171015/000883,
621,Solitaire Aawas - Chembur West,None,P51800027732,
622,Solitaire Edge - Kandivali East,None,P51800030831,
516,Sommet - Bhugaon,None,P52100032626,
1137,Sonigara Presidency - Ravet,None,P52100030017,
405,Sosar Solitaire - Khar West,None,P51800025925,
546,Sowparnika Columns - Whitefield,None,PRM/KA/RERA/1250/304/PR/171024/000764,
545,Sowparnika Pranathi - Kumbalgodu,None,PRM/KA/RERA/1251/310/PR/180503/001564,
525,Sowparnika Unnathi -  Anekal Taluk,None,PRM/KA/RERA/1251/308/PR/180509/001677,
588,Space Greens - Panvel,None,P52000032326,
373,Sparsh - Malad West,None,P51800031623,
1100,Spectra Raywoods - Millers Road ,None,PRM/KA/RERA/1251/309/PR/190809/002787,
1209,Spirit Of One - Whitefield,None,PRM/KA/RERA/1251/309/PR/210222/004723,
1071,Splendid Lake Breez - Begur Hobli,None,PRM/KA/RERA/1251/310/PR/170322/004767,
649,Splendid Sree Durga - Bidrahalli Hobli,None,PRM/KA/RERA/1251/446/PR/190625/002624,
457,SPM Dream City - Ambernath East,None,P51700032070,
949,Sree Adithya Lotus -  Krishnarajapura ,None,PRM/KA/RERA/1251/446/PR/210130/003807,
1134,"Sri Balaji Enclave - Ram Nagar, Malad West",None,P51800006089,
1131,Sri Radha Krishna Gardens - Devanahalli,None,PRM/KA/RERA/1250/303/PR/100222/004693,
771,Srinivasa - Pirangut,None,P52100015587,
823,Sriven Daksha Elite - Bommasandra,None,PRM/KA/RERA/1251/308/PR/200323/003386,
872,Star City - Dhayari,None,P52100026727/P52100029474,
997,Star Living - Thane West,None,P51700003414,
859,Star Right - Vikhroli East,None,P51800032371,
964,Success Windsor Tower -  Pradhikaran,None,P52100029582,
611,Sudhanshu Aniraj Tower - Bhandup West,None,P51800024276,
130,Sugee Akanksha - Dadar		,None,P51900027981,
222,Sugee Mahalaxmi - Dadar East,None,P51900013023,
218,Sugee Marina Bay - Worli Sea Face,None,P51900011592,
711,Sukh Shanti Niwas - Karjat East,None,P52000021232,
475,Sumit Arcenciel - Mulund West,None,P51800021946,
719,Sumit Atulyam - Matunga West,None,P51900030966,
1078,Sumukh Hills - Kandivali East ,None,P51800005591,
786,Sunshine Infinity - Wadala West,None,P51900003947,
123,Sunteck World - Naigaon,None,P99000024072,
123,Sunteck World - Naigaon,None,P9900024080,
156,"Sunteck World - Vasind, Dist. Thane",None,P51700030578,
156,"Sunteck World - Vasind, Dist. Thane",None,P51700030580,
156,"Sunteck World - Vasind, Dist. Thane",None,P51700030607,
129,Sunteckcity 1st and 2nd Avenue - Goregaon - W			,None,P51800001281,
122,Sunteckcity 4th Avenue -Goregaon West			,None,P51800023072,
519,Suraj Eterna - Mahim West,None,P51900032173,
591,Surana Heights - Dronagiri,None,P52000023355,
1081,Suratwala Mark Plazzo - Hinjewadi,None,P52100017784,
590,Suviam Pearl - Kalyan West,None,P51700030925,
458,Suvidha Pearl - Vileparle East,None,P51800008350,
869,Swaminarayan City - Dombivali West,None,P51700018305,
868,Swaminarayan City - Dombivali West,None,P51700018305,
869,Swaminarayan City - Dombivali West,None,P51700019326,
869,Swaminarayan City - Dombivali West,None,P51700031749,
868,Swaminarayan City - Dombivali West,None,P51700031749,
868,Swaminarayan City - Dombivali West,None,P51700019326,
971,Swapnalok - Bhiwandi,None,P51700032473,
830,Swapnalok - Hadapsar,None,P52100034008,
956,Swarn Jeevan - Taloja,None,"P52000016381, P52000017887                                ",
