Story Transaction Id,Top Up Dropdown,Edited Remarks
360,First Wallet Recharge,
359,Others,Recharged based on approval
358,Others,Recharged based on approval
357,First Wallet Recharge,
356,Top-up by Developer,
355,First Wallet Recharge,
354,First Wallet Recharge,
353,First Wallet Recharge,
352,First Wallet Recharge,
351,First Wallet Recharge,
350,First Wallet Recharge,
349,First Wallet Recharge,
348,First Wallet Recharge,
347,Others,Recharged based on approval
346,Top-up by Developer,
345,First Wallet Recharge,
344,First Wallet Recharge,
343,Others,Recharged based on approval
342,Others,Recharged based on approval
341,First Wallet Recharge,
340,First Wallet Recharge,
339,Others,Recharged based on approval
338,First Wallet Recharge,
337,First Wallet Recharge,
336,Others,Recharged based on approval
335,First Wallet Recharge,
334,First Wallet Recharge,
333,Others,Recharged based on approval
332,Others,Recharged based on approval
331,First Wallet Recharge,
330,First Wallet Recharge,
329,Top-up by Developer,
328,First Wallet Recharge,
327,Others,Recharged based on approval
326,First Wallet Recharge,
325,First Wallet Recharge,
324,First Wallet Recharge,
323,Others,Recharged Based On Approval
322,Top-up by Developer,
321,First Wallet Recharge,
320,First Wallet Recharge,
319,Top-up by Developer,
318,First Wallet Recharge,
317,Top-up by Developer,
316,First Wallet Recharge,
315,Top-up by Developer,
314,First Wallet Recharge,
313,First Wallet Recharge,
312,Top-up by Developer,
311,First Wallet Recharge,
310,First Wallet Recharge,
309,Others,Transfer to Kohinoor Eden
308,First Wallet Recharge,
307,Others,Recharged based on approval
306,First Wallet Recharge,
305,First Wallet Recharge,
304,Top-up by Developer,
303,First Wallet Recharge,
302,First Wallet Recharge,
301,Others,Recharged based on approval
300,Top-up by Developer,
299,First Wallet Recharge,
298,First Wallet Recharge,
297,First Wallet Recharge,
296,Others,Recharged based on approval
295,Others,Recharged based on approval
294,First Wallet Recharge,
293,Top-up by Developer,
292,First Wallet Recharge,
291,First Wallet Recharge,
290,First Wallet Recharge,
289,First Wallet Recharge,
288,Others,Recharged based on approval
287,First Wallet Recharge,
286,Others,Recharged based on approval
285,Others,Recharged based on approval
284,Top-up by Developer,
283,First Wallet Recharge,
282,First Wallet Recharge,
281,First Wallet Recharge,
280,First Wallet Recharge,
279,Top-up by Developer,
278,Others,Recharged based on approval
277,Others,Recharged based on approval
276,Others,1L Transfer to Mahalaxmi
275,First Wallet Recharge,
274,Others,Recharged based on approval
273,Others,Recharged based on approval
272,Others,Recharged based on approval - Correction
271,Others,Recharged based on approval -Correction
270,Others,Recharged based on approval
269,First Wallet Recharge,
268,First Wallet Recharge,
267,First Wallet Recharge,
266,First Wallet Recharge,
265,First Wallet Recharge,
264,Others,Recharged based on approval
263,First Wallet Recharge,
262,First Wallet Recharge,
261,First Wallet Recharge,
260,First Wallet Recharge,
259,First Wallet Recharge,
258,First Wallet Recharge,
257,Others,Recharged based on approval
256,First Wallet Recharge,
255,Others,Recharged based on approval
254,Others,50K Transferred from The view - Mayfair
253,Others,Recharged based on approval
252,Top-up by Developer,
251,Others,Transferred from The view - Powai
250,First Wallet Recharge,
249,First Wallet Recharge,
248,Top-up by Developer,
247,Others,Recharged based on approval
246,Others,Recharged Based On Approval
245,First Wallet Recharge,
244,First Wallet Recharge,
243,First Wallet Recharge,
242,First Wallet Recharge,
241,First Wallet Recharge,
240,First Wallet Recharge,
239,Others,86800 transfer to Kohinoor Coral
238,First Wallet Recharge,
237,Others,Recharged based on approval
236,Others,Recharged based on approval
235,Others,Recharged based on approval
234,First Wallet Recharge,
233,First Wallet Recharge,
232,Others,Recharged based on approval
231,First Wallet Recharge,
230,Others,Recharged based on approval
229,Others,Recharged based on approval
228,First Wallet Recharge,
227,First Wallet Recharge,
226,First Wallet Recharge,
225,Others,Recharged Based On Approval
224,Others,Recharged based on approval
223,First Wallet Recharge,
222,Top-up by Developer,
221,First Wallet Recharge,
220,First Wallet Recharge,
219,First Wallet Recharge,
218,Others,Recharged based on approval
217,First Wallet Recharge,
216,First Wallet Recharge,
215,Others,Recharged Based On Approval
214,Others,Recharged based on approval
213,Others,Recharged based on approval
212,Others,70K Transfer to Hubtown Seasons
211,First Wallet Recharge,
210,First Wallet Recharge,
209,Others,Recharged based on approval
208,First Wallet Recharge,
207,Others,Recharged based on approval
206,Others,Recharged based on approval
205,Others,Wallet Recharged 70K from Hubtown Harmony
204,First Wallet Recharge,
203,Others,Top up based on approval..
202,Others,Recharged based on approval
201,First Wallet Recharge,
200,Top-up by Developer,
199,Others,Recharged based on approval
198,Others,Recharged based on approval
197,First Wallet Recharge,
196,Top-up by Developer,
195,Others,Recharged based on approval -Correction
194,Others,Recharged based on approval
193,First Wallet Recharge,
192,Top-up by Developer,
191,Top-up by Developer,
190,First Wallet Recharge,
189,Others,Recharged based on approval
188,Others,Recharged based on approval
187,Others,Top up based on approval..
186,First Wallet Recharge,
185,First Wallet Recharge,
184,Others,Recharged based on approval
183,First Wallet Recharge,
182,Top-up by Developer,
181,Others,Recharged based on approval
180,First Wallet Recharge,
179,First Wallet Recharge,
178,First Wallet Recharge,
177,First Wallet Recharge,
176,First Wallet Recharge,
175,First Wallet Recharge,
174,First Wallet Recharge,
173,First Wallet Recharge,
172,Others,Recharged based on approval
171,First Wallet Recharge,
170,Top-up by Developer,
169,First Wallet Recharge,
168,First Wallet Recharge,
167,Others,Recharged Based On Approval
166,Others,Recharged based on approval
165,First Wallet Recharge,
164,First Wallet Recharge,
163,First Wallet Recharge,
162,First Wallet Recharge,
161,Others,Recharged based on approval
160,Others,Recharged based on approval
159,First Wallet Recharge,
158,Top-up by Developer,
157,First Wallet Recharge,
156,First Wallet Recharge,
155,Others,Recharged based on approval
154,Top-up by Developer,
153,First Wallet Recharge,
152,Top-up by Developer,
151,First Wallet Recharge,
150,Others,Recharged based on approval
149,Top-up by Developer,
148,Others,Recharged based on approval
147,First Wallet Recharge,
146,First Wallet Recharge,
145,First Wallet Recharge,
144,First Wallet Recharge,
143,First Wallet Recharge,
142,First Wallet Recharge,
141,Top-up by Developer,
140,Top-up by Developer,
139,First Wallet Recharge,
138,Others,Recharged based on approval
137,First Wallet Recharge,
136,First Wallet Recharge,
135,Top-up by Developer,
134,First Wallet Recharge,
133,First Wallet Recharge,
132,First Wallet Recharge,
131,Others,Recharged based on approval
130,First Wallet Recharge,
129,Others,Recharged based on approval
128,Others,Recharged based on approval
127,First Wallet Recharge,
126,First Wallet Recharge,
125,First Wallet Recharge,
124,First Wallet Recharge,
123,First Wallet Recharge,
122,First Wallet Recharge,
121,Others,Recharged based on approval
120,Others,Recharged based on approval
119,First Wallet Recharge,
118,Others,Recharged Based On Approval
117,Others,Recharged based on approval
116,First Wallet Recharge,
115,Others,Recharged based on approval
114,First Wallet Recharge,
113,First Wallet Recharge,
112,Others,Recharged based on approval
111,Top-up by Developer,
110,First Wallet Recharge,
109,First Wallet Recharge,
108,Top-up by Developer,
107,Others,Recharged based on approval
106,Others,Recharged based on approval
105,First Wallet Recharge,
104,First Wallet Recharge,
103,Top-up by Developer,
102,First Wallet Recharge,
101,First Wallet Recharge,
100,First Wallet Recharge,
99,Top-up by Developer,
98,First Wallet Recharge,
97,Top-up by Developer,
96,Others,Transferred to Paramount Kalpataru
95,First Wallet Recharge,
94,Top-up by Developer,
93,First Wallet Recharge,
92,First Wallet Recharge,
91,Top-up by Developer,
90,First Wallet Recharge,
89,Others,Recharged based on approval
88,First Wallet Recharge,
87,Top-up by Developer,
86,Top-up by Developer,
85,Top-up by Developer,
84,First Wallet Recharge,
83,Top-up by Developer,
82,First Wallet Recharge,
81,First Wallet Recharge,
80,Others,Recharged based on approval
79,Others,Recharged based on approval
78,First Wallet Recharge,
77,Others,Recharged Based On Approval
76,Others,Recharged based on approval
75,First Wallet Recharge,
74,First Wallet Recharge,
73,Others,Recharged based on approval
72,First Wallet Recharge,
71,First Wallet Recharge,
70,Others,Recharged based on approval
69,Others,Recharged based on approval
68,First Wallet Recharge,
67,First Wallet Recharge,
66,Others,Recharge based on approval -Correction
65,Others,Recharged based on approval
64,Others,Recharged based on approval
63,First Wallet Recharge,
62,First Wallet Recharge,
61,Others,1L Transferred from westwood
60,Others,Recharged based on approval
59,First Wallet Recharge,
58,Others,Recharged based on approval
57,First Wallet Recharge,
56,Others,Recharged based on approval
55,Others,Recharged based on approval - Correction
54,First Wallet Recharge,
53,First Wallet Recharge,
52,First Wallet Recharge,
51,Top-up by Developer,
50,Top-up by Developer,
49,Others,Recharged based on approval
48,Top-up by Developer,
47,First Wallet Recharge,
46,Top-up by Developer,
45,Others,Recharged based on approval
44,Others,Recharged Based On Approval
43,First Wallet Recharge,
42,First Wallet Recharge,
41,First Wallet Recharge,
40,Top-up by Developer,
39,First Wallet Recharge,
38,Top-up by Developer,
37,Others,1L Transferred from Imperia Kalpataru
36,First Wallet Recharge,
35,First Wallet Recharge,
34,First Wallet Recharge,
33,First Wallet Recharge,
32,First Wallet Recharge,
31,First Wallet Recharge,
30,Others,Recharged based on approval
29,First Wallet Recharge,
28,First Wallet Recharge,
27,First Wallet Recharge,
26,First Wallet Recharge,
25,First Wallet Recharge,
24,First Wallet Recharge,
23,Others,Recharged based on approval
22,First Wallet Recharge,
21,First Wallet Recharge,
20,Others,Recharged based on approval
19,Others,Recharged based on approval
18,Others,Recharged based on approval
17,First Wallet Recharge,
16,First Wallet Recharge,
15,Others,Recharged based on approval
14,Others,Recharged based on approval
13,Others,Recharged based on approval
12,Top-up by Developer,
11,First Wallet Recharge,
10,First Wallet Recharge,
9,Others,Recharged based on approval
8,Others,Recharged based on approval
7,First Wallet Recharge,
6,First Wallet Recharge,
5,Others,Recharged based on approval
4,First Wallet Recharge,
3,First Wallet Recharge,
2,Others,Recharged Based On Approval
1,First Wallet Recharge,
